,DEVICE_ID,OS,DEVICE,DEVICE_SCORE
2000934,a7a35e6b71f7bfc1,Android,STK-LX3,2
2000935,94A1E023-E457-4C30-9C85-F44EF3E5170B,iOS,"iPhone11,8",5
2000936,2a0cdc783ddf5fa9,Android,SM-G531H,1
2000937,0650C5ED-BF07-418E-8FB2-BCF29878D79D,iOS,"iPhone11,2",5
2000938,efbbc0705e6582f0,Android,SM-A205G,1
2000939,18ffe7a66929a9df,Android,MAR-LX3A,2
2000940,62AB511B-AD39-494E-818A-28856E97B9A2,iOS,iPhone 8 Plus,5
2000941,31ce9e314ca18085,Android,DRA-LX3,1
2000942,0469D9B4-0DD5-4A4D-8BD0-6D422D106E24,iOS,iPhone 7 Plus,4
2000943,9b4a652dab419b56,Android,Moto G (5) Plus,3
2000944,90E9701F-2F8F-4485-9CB2-A78531CB7844,iOS,"iPhone12,5",5
2000945,93a4634555238c6c,Android,SM-A307G,2
2000946,E42E568B-4539-40DA-BAD8-D627C60FA25C,iOS,iPhone 8,5
2000947,f7df326300346905,Android,SM-G950F,2
2000948,a8529e430a5ed689,Android,SM-G9600,3
2000949,9e0767a3535459f1,Android,Blade V580,2
2000950,2b89c1b09febc3ff,Android,SM-G955F,3
2000951,9AFCC75C-00EF-42FF-8652-3EA185F95902,iOS,"iPhone11,6",5
2000952,AB82AD03-F005-44F2-A2FA-A8E4476AEFB7,iOS,iPhone X,5
2000953,C489C633-194D-4300-B442-AB3617AFE3F3,iOS,iPhone 8 Plus,5
2000954,e75bc01a9b2bae28,Android,Blade L5,1
2000955,607c6c45c994525d,Android,Ilium X510,2
2000956,9BA8D90A-B83C-49E9-8942-21A5446F9A39,iOS,"iPhone11,6",5
2000957,B1FDDA74-7CD5-4EAC-9CD8-8B4D106BAA3D,iOS,iPhone 8,5
2000958,88fc4710ca985435,Android,ATU-LX3,2
2000959,95D2F741-27F7-4AD6-8DA0-1288A1A951C6,iOS,iPhone 6,3
2000960,162729a121f29370,Android,HTC One M9,2
2000961,75b61737ae713273,Android,FIG-LX3,2
2000962,FAA0E956-535D-462B-8B2B-2A86CCECC864,iOS,iPhone 6 Plus,3
2000963,757817A3-D2F1-4FBE-9418-152E8A8C13CA,iOS,iPhone 5s,2
2000964,1bdd5303f5f170c1,Android,SM-G610M,1
2000965,91E2D986-EDAC-47FE-B77E-5541C43857E8,iOS,iPod Touch 6,1
2000966,9d08d310854d9c1d,Android,SM-N9600,5
2000967,00705e0cc309e2df,Android,Moto G (5) Plus,3
2000968,d1c27d4a33666f81,Android,JKM-LX3,2
2000969,5cd22e5a9c19150b,Android,VOG-L04,4
2000970,1348e14cfcadf872,Android,BLA-A09,4
2000971,0a556bb7f1cf8545,Android,JKM-LX3,2
2000972,D5533D87-0C8B-413B-B738-C7BB3185596A,iOS,iPad Mini 2,2
2000973,2c3f62cf9dc019ae,Android,STK-LX3,2
2000974,13784028-DB1B-4674-B1CA-D83F0480F8CD,iOS,iPhone 7 Plus,4
2000975,70f6a1915eb8e853,Android,Moto E (4),1
2000976,9AF09367-B08C-401D-A8C5-987E79743120,iOS,iPhone 8,5
2000977,2c2055b8c437556f,Android,SNE-LX3,3
2000978,D0B18C75-5E0B-46F8-81F4-BB65B278928E,iOS,iPhone 7 Plus,4
2000979,1121E7EB-2B36-44B2-BF10-2F760CAAAA70,iOS,iPhone 8,5
2000980,501d6b8e643be1ee,Android,Moto G (5),2
2000981,394B0664-96C5-4C4B-9D4A-AD7BE86244B0,iOS,iPhone 8,5
2000982,FC6CF60C-DBF2-42A8-80AF-E83230904229,iOS,"iPhone11,6",5
2000983,25351716-4802-491C-B102-39E278877181,iOS,iPhone 8,5
2000984,e11f697df5683e96,Android,ANE-LX3,3
2000985,4ac7591f37b20ad1,Android,ALP-L09,4
2000986,02f3911c80c7a536,Android,SM-A305G,1
2000987,6f64796be9d5399d,Android,SM-G950F,2
2000988,240311e96c9c038a,Android,SM-A205G,1
2000989,5c963e648c44b99b,Android,SM-J415G,2
2000990,1C81E7F1-C1B1-4FEB-8D1D-58673C4C5CF1,iOS,iPhone 6s,4
2000991,0937FCD1-37EA-4389-8E26-D2FB102BF3EA,iOS,"iPhone11,2",5
2000992,B2551E46-10CD-4936-91E2-CAEC01E60C7A,iOS,"iPhone11,8",5
2000993,1128167e6608db12,Android,BLADE V9,2
2000994,9E12D855-6DD2-4844-8CC7-741645E9A5C4,iOS,iPhone 7,4
2000995,74F797BA-1FB5-4EA6-A1BB-FCCEC9017FF0,iOS,iPhone 5s,2
2000996,AE75133E-1B89-4534-8123-A2C6B1DC834E,iOS,"iPhone11,8",5
2000997,D52FB030-9AC0-4DA7-A8C2-9DD3AFC3B6A6,iOS,iPhone 7,4
2000998,C8E3FFBC-497F-4FD2-A85A-140EC3ECF478,iOS,iPhone 7,4
2000999,D71F9B1F-07CC-4A2B-A14A-79C3CC2BB0DA,iOS,"iPhone11,8",5
2001000,4E790E6F-563E-40A3-89CA-6EBC8C0746F1,iOS,iPhone X,5
2001001,4d413d467009a90c,Android,SM-A505F,2
2001002,e940c141e2ec5857,Android,5024A,1
2001003,A002AED3-776B-41D0-ACBB-03793E358A1C,iOS,iPhone 6s,4
2001004,9e1d30e3fb0ac78c,Android,JKM-LX3,2
2001005,53A04B04-E6C3-4F2C-A4EB-A470F87C93A0,iOS,iPhone 6,3
2001006,6a05acaa65e8b357,Android,SM-A530F,3
2001007,ACAE7551-4224-4D6C-BEF3-85696D68D19D,iOS,iPhone 7,4
2001008,1b883b10a4d55bf0,Android,SM-G935F,1
2001009,14352883-2485-4DB3-88B8-126B9D3C0507,iOS,iPhone 8 Plus,5
2001010,C4A924BD-9806-4DFF-9A89-E598E662A70B,iOS,iPhone 7,4
2001011,5b7165e9f2897a42,Android,SNE-LX3,3
2001012,6a95b53dfd211e88,Android,HUAWEI CUN-L03,1
2001013,8158cc8f7d2a1960,Android,Redmi S2,2
2001014,6B1AA2A2-7B3F-478F-BE88-89C63FAF057C,iOS,iPhone 6s Plus,4
2001015,ebc2493e20a2a30f,Android,Moto G (5),2
2001016,435401C2-2B43-4A73-85C9-E1BE7D73AE74,iOS,iPhone X,5
2001017,b194f933fec8ab5e,Android,LG-M700,1
2001018,DAE3388A-EEE9-4A3D-9011-ED313C176377,iOS,iPhone 6,3
2001019,8CA57DE2-9253-4762-8DD4-F18438379390,iOS,iPhone 6,3
2001020,046abbe28bdb9b9c,Android,FLA-LX3,3
2001021,2F01220A-45B1-4D7B-8FD9-887C622A0599,iOS,iPhone X,5
2001022,3150ddc8fb04ba38,Android,SM-A750G,3
2001023,ef0c399a1dfffd13,Android,SM-G970F,4
2001024,9aff549f33818404,Android,E2306,1
2001025,f2808779e77916a1,Android,SM-G970F,4
2001026,50B3CAA2-4F5D-4EA9-A851-D96AA0AEE80A,iOS,"iPhone11,6",5
2001027,7b7f5f59703d07bd,Android,SM-G530H,1
2001028,eb0480f62550e5cd,Android,ELE-L04,4
2001029,C0CC2857-FC38-4223-ADBA-5B65B91A2C3C,iOS,iPhone 8 Plus,5
2001030,0875F445-D161-4B3A-8BA1-B7248D958117,iOS,"iPhone11,8",5
2001031,0265ea1281b45a4b,Android,SM-G985F,-1
2001032,02446d82dd79235f,Android,SM-A705MN,3
2001033,194e3ba5ad184ba9,Android,Pixel 3,5
2001034,335dd7294fbcc1c1,Android,moto e5,1
2001035,EBF73DBE-7C8F-4B9A-ACD4-0441024E9489,iOS,iPhone 6s,4
2001036,7db6b32e1c0bbc62,Android,SM-G955F,3
2001037,e1306065591e43e1,Android,moto g(7),2
2001038,19DF04E7-DC17-4152-9BE5-C950AACD3D54,iOS,iPhone X,5
2001039,2AB252C9-1420-45E3-85C2-B3DFAA150E94,iOS,"iPhone11,2",5
2001040,da459f5416b39771,Android,SM-M105M,1
2001041,5638ccbdfb34d6d5,Android,Redmi Note 9 Pro,-1
2001042,8e79aa3315e78ff1,Android,P4526A,2
2001043,60E8980E-0809-42B7-9E8F-39B9C66696F6,iOS,"iPhone12,3",5
2001044,8a9878c061ad8f45,Android,SM-A730F,3
2001045,A474C4E9-A5FB-4051-902B-57526DFC37E7,iOS,iPhone 6 Plus,3
2001046,22FD8088-0255-4CD7-B0C7-3F88488FBF4A,iOS,"iPhone11,6",5
2001047,530fe4c5dbddff0c,Android,SM-G950F,2
2001048,A8831B2E-87B0-4E69-A6F9-15299DF7664A,iOS,"iPhone12,1",5
2001049,6322265832fb702e,Android,SM-G9600,3
2001050,ec04c54c6e114543,Android,moto g(6) plus,1
2001051,dfbedb75390445be,Android,SM-G973F,4
2001052,E4DF373B-EC7C-4343-B848-9B734C82626C,iOS,iPhone 6s,4
2001053,E594E975-AA82-47F2-903A-30280030D11C,iOS,iPhone 5s,2
2001054,246288bebb3750d5,Android,SNE-LX3,3
2001055,428f61086ece6229,Android,SM-N9600,5
2001056,D40D8758-663B-403C-A078-0719F2B248C6,iOS,iPhone 8,5
2001057,61CC5DE9-BA10-451B-9E95-982B061EEA70,iOS,"iPhone12,5",5
2001058,ff10ab0f6c2ec748,Android,moto g(6) play,1
2001059,C3E80393-A1A9-4FB9-9A31-53484DF93B8D,iOS,iPhone 8 Plus,5
2001060,64FB98D9-7084-4A85-ADF7-56D8AEA2F928,iOS,iPhone 8 Plus,5
2001061,E1E12FA6-3050-4B46-868E-6DAE64013D7C,iOS,"iPhone11,6",5
2001062,b739424696fd2f5b,Android,Mi A3,1
2001063,478910e859fee7f,Android,LG-X230,1
2001064,F3F94EC0-BE61-4E57-B87C-476B28BB6624,iOS,iPhone 6s Plus,4
2001065,62F8CC4F-D519-44C1-BDF6-2D17A24643F3,iOS,iPhone 8 Plus,5
2001066,ed146b402d4a9d2b,Android,SM-G973F,4
2001067,ae053350e4c0bd9a,Android,SM-G9650,4
2001068,b6787d4a6bc92783,Android,VOG-L04,4
2001069,8307BD07-F5E1-4655-9AB0-40AF91C6AFDB,iOS,iPhone 7,4
2001070,7587bdcab8beef30,Android,Redmi Note 8,2
2001071,924D6F0A-45E3-4DB1-9603-13595E7A80BE,iOS,iPhone X,5
2001072,394697622535a242,Android,Moto G (5) Plus,3
2001073,A9FD9522-4E8E-493B-A58B-3258896D724E,iOS,iPhone 5s,2
2001074,E74A92E1-0468-43DB-B2CA-C4FFC7B03B94,iOS,iPhone SE,4
2001075,D27784C7-EBE7-4968-A441-5617A56400F0,iOS,iPhone 7,4
2001076,34CF82F9-CCCC-400C-B09F-17F7739C96B0,iOS,iPhone 6,3
2001077,8353B627-1670-4D2A-A6F1-63D2134DA14D,iOS,iPhone SE,4
2001078,9eac2e25840ba800,Android,ANE-LX3,3
2001079,b02a108b501800e6,Android,SM-A505G,2
2001080,07E1AEBF-E8BF-4917-B2FD-9A72BE35E5B5,iOS,"iPhone11,8",5
2001081,EFC1F7F5-7184-4CB5-AFD8-FE07AD60342C,iOS,iPhone 7,4
2001082,5f69af0c9a7df324,Android,DUB-LX3,2
2001083,e16fed3cf0aef3a5,Android,POT-LX3,3
2001084,829BA1BF-20B9-427C-AC28-C84C195FD381,iOS,"iPhone12,3",5
2001085,8EA0122C-0176-4D51-97E5-198ADDA81A00,iOS,iPhone 8 Plus,5
2001086,fa381da14eacc7f1,Android,ANE-LX3,3
2001087,74925C5D-361C-4BB9-BE2A-3499AC40C4A2,iOS,iPhone 8,5
2001088,E06D62A2-64A9-4CA3-BBBD-48ADD55E3AB5,iOS,iPhone 8 Plus,5
2001089,C6BC8599-4F0F-47FF-A080-A1C6B1BF2287,iOS,iPhone 7 Plus,4
2001090,2628A49A-436B-48D3-8689-99B4464C356D,iOS,iPhone 8 Plus,5
2001091,18BB52B1-01DB-40E1-86C7-5E707366AF91,iOS,iPhone 8 Plus,5
2001092,0a2a9a55f62bbe19,Android,moto g(7) play,1
2001093,8fd823c508262573,Android,SM-A750G,3
2001094,c5e04afeb5a89c74,Android,Moto Z (2),2
2001095,4AED2C46-E201-41B1-BDE3-093518F11BEE,iOS,"iPhone11,6",5
2001096,7f64e6d5f8111798,Android,ASUS_I001DA,4
2001097,475406fa9b7b5bf0,Android,SM-A720F,3
2001098,C5685BAF-CE26-4411-8647-B1393BCC632C,iOS,"iPhone11,8",5
2001099,4915B78C-2EBB-4C6C-B6AD-54018FCF9563,iOS,"iPhone12,5",5
2001100,abf932585b417fa4,Android,Moto G (4),2
2001101,CE1DC02C-7300-405B-A14B-86005AD3E456,iOS,iPhone X,5
2001102,14A53F73-7337-4913-B1F7-F9306D288854,iOS,"iPhone11,6",5
2001103,78c3ae67ee98af91,Android,JKM-LX3,2
2001104,74E9E32E-4D9B-4EFF-B8C7-8D0575687C3E,iOS,iPhone 7,4
2001105,4e77aaa57a72cd61,Android,JNY-LX2,-1
2001106,6af8dbb5a3efafef,Android,SM-A105M,1
2001107,c0696cb4c2deb952,Android,PAR-LX9,4
2001108,F6F891B3-DBE7-4329-B2CB-BB63B894DD68,iOS,iPhone 7,4
2001109,ef65fc644dc5d04e,Android,ELE-L04,4
2001110,6baa23b08c2ddf64,Android,SM-A750G,3
2001111,7001B4A2-BEB1-4A89-8CA9-6C80DA322477,iOS,iPhone 8,5
2001112,f105909dd960ca5e,Android,SNE-LX3,3
2001113,255d346620c2ca9f,Android,moto e5,1
2001114,51ce44cb6f8142a6,Android,MRD-LX3,1
2001115,8fc894df6abdb5a1,Android,WAS-LX3,3
2001116,b5323133f206e6ef,Android,Redmi Note 5A Prime,1
2001117,5498b5fc0948bb89,Android,ALP-L09,4
2001118,a4b9b9c677bd49b2,Android,SM-J700M,1
2001119,4EE5004E-4E53-4430-9BB2-8A74F3443AD0,iOS,"iPhone11,2",5
2001120,9239e0ff21864d08,Android,HMA-L09,4
2001121,d7d88f80404a35de,Android,SM-G950U,2
2001122,7ff08aa4cdc9167e,Android,moto e5,1
2001123,60C832D0-A842-4C8F-8B2B-616B7ED52920,iOS,"iPhone11,6",5
2001124,B8448A3F-314E-4148-BB2E-A70DE58D24EB,iOS,"iPhone11,6",5
2001125,10BE0543-8E21-4361-8972-60FBAC656A18,iOS,iPhone 6,3
2001126,66aeea6d58a1ea60,Android,SM-A520F,3
2001127,6bc7ffee93c50da9,Android,Moto C,1
2001128,FC61303B-9A9E-4249-9226-ED1EC9BCC73A,iOS,"iPhone11,8",5
2001129,a87e50c4b8dba244,Android,SM-G950F,2
2001130,a43246d9585eed4c,Android,SM-N9600,5
2001131,4e4b3079d5a95290,Android,Redmi Note 8 Pro,-1
2001132,c0ef3082b366e2a4,Android,FLA-LX3,3
2001133,CA6197B2-80F1-44F8-9ACA-A933F7D06244,iOS,iPhone 8 Plus,5
2001134,60F650C3-FFEF-402A-841E-CAF53ADB59DB,iOS,iPhone 7 Plus,4
2001135,B8C25A4E-2487-41CC-A34F-13A3E78D7F4B,iOS,"iPhone11,2",5
2001136,cb55b3989331eae0,Android,Mi 9T,3
2001137,26b1f1725f6c782e,Android,Moto Z3 Play,3
2001138,608b6b051816fbe8,Android,PAR-LX9,4
2001139,8a04f6eefaa50cc2,Android,SM-J701M,2
2001140,13440A4E-5D2A-4891-853C-429068CF4865,iOS,"iPhone11,2",5
2001141,990D8647-F035-42BD-9DC5-13A795C6E75C,iOS,"iPhone11,8",5
2001142,3F278257-7292-4AEF-9328-11C696CC2AF1,iOS,iPhone 7 Plus,4
2001143,E77946F7-B513-4106-A996-D3D7F37F1BE6,iOS,"iPhone11,6",5
2001144,9DC9F6D8-43D2-4AFF-8806-BC78D143BE75,iOS,iPhone X,5
2001145,8349aae090f04b98,Android,Moto G (5) Plus,3
2001146,4abfd848cd313ad,Android,HTC Desire 10 lifestyle,2
2001147,671ef4af2120aada,Android,SM-A205G,1
2001148,597c81d2a82c0772,Android,Mi 9T,3
2001149,1b3314932b5c3633,Android,SM-N975F,5
2001150,03209E82-08DC-4602-9664-6F63DCBCE622,iOS,iPhone X,5
2001151,e93671a5278c05bc,Android,SM-G532M,1
2001152,4C05077E-771B-45C4-8545-5432B4C1E122,iOS,iPhone 8,5
2001153,C113EBD0-A443-47BF-8E32-8A953F34E62F,iOS,"iPhone11,8",5
2001154,9177c067fb8a9aa9,Android,moto g(7) plus,1
2001155,4739E8D3-C3D2-432B-9232-9A8476543E8C,iOS,iPhone X,5
2001156,80b70a10e8aa680b,Android,SM-G973F,4
2001157,55517ace365fbda8,Android,Moto E (4) Plus,1
2001158,C2284DDB-1598-4EED-ABCA-8BF8A5E76848,iOS,iPhone 7,4
2001159,a5f1fcdc32761c14,Android,SM-J400M,2
2001160,9FC8B186-F6F6-4F7F-BED7-3DD32A4FB13D,iOS,iPhone SE,4
2001161,3F844EFA-5E21-411E-B18B-0569C864A2A0,iOS,iPhone 7,4
2001162,BC241426-53B3-4B86-BAD1-DFA61EC0C1FF,iOS,iPhone 5,1
2001163,41DABC57-348B-4812-98F4-3BF85264A3D2,iOS,iPhone 6s,4
2001164,532cb35e76a4bcc6,Android,motorola one action,2
2001165,282eca1e0e02cf2f,Android,SAMSUNG-SM-G930A,1
2001166,6F82B1DD-86BD-492B-9A33-8976315B31BD,iOS,iPhone 8,5
2001167,4bb53fe16afe7dae,Android,SM-G975F,4
2001168,46CEDA54-1244-4271-B8EA-22E878396663,iOS,"iPhone11,2",5
2001169,a560257c5f79c56b,Android,moto e5,1
2001170,d6130af314ecfcc2,Android,SM-J320V,1
2001171,EBD4529D-4713-4551-84D1-4A5DF1372FD0,iOS,iPhone 6 Plus,3
2001172,DB65FD6E-648A-4196-B932-ACC50DB39C4D,iOS,iPhone 6,3
2001173,0da7bbd824ed17c3,Android,LG-H870,3
2001174,F84E4373-F5B7-4E72-991A-20F9717C9710,iOS,iPhone 6,3
2001175,84fc85ffeee38ee9,Android,SM-A105M,1
2001176,A3426B4F-4B99-443E-8D11-E2CB653D2205,iOS,iPhone 6,3
2001177,7DFFF067-CB67-447A-BE3A-13FC78710115,iOS,"iPhone11,8",5
2001178,10847CA7-4407-4042-8A73-BC9C73F022BB,iOS,iPhone X,5
2001179,B5B3F181-EC32-4EDA-9183-D510CAC35C00,iOS,iPhone X,5
2001180,8f369aead95716e9,Android,LYA-L09,4
2001181,7816F94B-555B-409C-9552-0B83D4CFF4D1,iOS,iPhone 6s,4
2001182,b1602c447a1ef92c,Android,Moto Z (2),2
2001183,e729447b3df7d08b,Android,moto e5 play,1
2001184,b329af60adb68680,Android,ELE-L04,4
2001185,62191fec8eb6b630,Android,Mi 9T,3
2001186,6e3caacb29047ae0,Android,moto g(8) plus,3
2001187,d7486f1243d62080,Android,SM-A605GN,3
2001188,336e68103816e0f3,Android,JKM-LX3,2
2001189,ADBF5AA4-B3E8-4BAD-846E-63C3FE749DD2,iOS,iPhone 6,3
2001190,CBA6919E-8FFF-49FF-9ED4-1331DE7C631D,iOS,iPad Air 2,3
2001191,6b7f7e38b4ba7ec6,Android,moto e5 plus,2
2001192,dd225a946351bb88,Android,Nokia 3.1,1
2001193,5E5F8FCB-33E0-49C8-850B-331BBFFFB333,iOS,iPad 5,5
2001194,77E9D3F2-E80D-4BCE-ABE6-07002C04D4A1,iOS,iPad 5,5
2001195,636390161e7cf788,Android,ASUS_Z00TD,1
2001196,AFDFBFD4-7886-41D7-866D-09A9E1DD229E,iOS,"iPhone11,6",5
2001197,3BA6B051-233F-463D-920D-067931E9D640,iOS,iPhone 6s,4
2001198,371375922a5ba1ea,Android,SM-A505G,2
2001199,cd55e880401cbb14,Android,SM-G955U,3
2001200,5c78dadab6cdf1eb,Android,SM-G935S,1
2001201,29853DEF-A019-4F2F-9E29-7D5AACC97A98,iOS,"iPhone12,1",5
2001202,1f3b9b1601f35926,Android,Redmi 8A,-1
2001203,70729d748ecd6ee1,Android,SM-A305G,1
2001204,bb36ddf68a651e53,Android,5053A,1
2001205,83F3F67D-5EF8-41E8-9968-D56C20721D28,iOS,"iPhone11,6",5
2001206,4573498cf2f4d435,Android,WAS-LX3,3
2001207,472156f21db921c6,Android,moto g(7) power,2
2001208,D60B6FC4-1404-4B98-B545-D1840C237B64,iOS,iPhone SE,4
2001209,cab7a7d96aa32e5b,Android,PRA-LX3,2
2001210,EC149CC9-6AE2-4670-A9EE-38E78332DE74,iOS,"iPhone12,1",5
2001211,9daef17b1a2b56b9,Android,JKM-LX3,2
2001212,e2ec1f621b86bcce,Android,VS987,3
2001213,1652E627-F49E-4226-A18D-6AF9CB6BD5EC,iOS,iPhone 6,3
2001214,d620b0c0e690b913,Android,ALP-L09,4
2001215,3186C9D5-3B54-4656-9D5A-7D1480C1920E,iOS,iPad Mini 2,2
2001216,0a8d280c2defe54a,Android,TA-1038,1
2001217,384bff2c764577b3,Android,SM-G9650,4
2001218,CF9199AF-0138-48EF-A8BD-4EF7CDA0CB81,iOS,iPhone 6,3
2001219,8920e42d63f85b45,Android,MAR-LX3A,2
2001220,b10e6ddd0971a998,Android,Mi A2,1
2001221,d64b5b6fb98f547f,Android,PRA-LX3,2
2001222,36be2c9b4f83036b,Android,MAR-LX3A,2
2001223,68ce433dacfe6f0d,Android,Redmi K20 Pro,3
2001224,73c3999e20d90d76,Android,moto g(6) play,1
2001225,31631e84a3f34342,Android,moto e5,1
2001226,29e52ff9e8d57d05,Android,SM-G975F,4
2001227,9CBEDF4A-A88A-4ABA-9E8D-B6F7AC624E19,iOS,"iPhone11,6",5
2001228,1A2BD3FF-D67A-4EBB-91CA-530A00E7F6B7,iOS,iPhone 6,3
2001229,F2DFDB2A-11F9-4C61-A521-5B2F9976E40E,iOS,iPhone 8 Plus,5
2001230,52DE7792-3767-4B9C-AB11-9ADFC1B38CE6,iOS,iPhone 8,5
2001231,d4df7a9520f230f5,Android,SM-G531H,1
2001232,b8431bc7228720ac,Android,SM-N975F,5
2001233,AD1FFE97-F2CA-447C-A4CF-5C7C7F8E86CB,iOS,iPhone SE,4
2001234,9463392edc171efd,Android,SM-A750G,3
2001235,0050f293da4b6217,Android,VOG-L04,4
2001236,cd7d169c87c3cbe3,Android,BLADE V9,2
2001237,7167767112c4af9c,Android,VOG-L04,4
2001238,3883bc4ce6596c5b,Android,Redmi Note 7,1
2001239,2bbedff038b448a4,Android,SM-A705MN,3
2001240,87DFDB86-9274-4ED7-AF8E-D8113FEB75F6,iOS,iPhone 8 Plus,5
2001241,8B2C498F-115C-4D70-9478-7243C07E0C2E,iOS,iPhone 7 Plus,4
2001242,8B1EAA86-82D0-4132-9143-B689D090C4FD,iOS,iPhone 7,4
2001243,b52a0ca28426232a,Android,SM-N975F,5
2001244,29BC4C8E-B2CD-45DA-951E-7099EBDA61FC,iOS,iPhone X,5
2001245,E94816AC-D113-4489-82D0-5AD9B9614ED9,iOS,iPhone 6,3
2001246,5c88675f3aa406ec,Android,SM-N985F,-1
2001247,504b90f1bdc7788b,Android,MAR-LX3A,2
2001248,66f32805d900e0f8,Android,SM-A505G,2
2001249,2ACB630C-E5B6-4561-8971-87B43925DF35,iOS,iPhone 6,3
2001250,69e51ee0ff1aad0b,Android,Mi A1,1
2001251,F590F16C-179A-417E-8B5C-D9D1C1F78D82,iOS,iPhone X,5
2001252,f8d14b157dcf047d,Android,Moto G (5) Plus,3
2001253,A3AD177C-CF0C-4BFB-9678-08506D947795,iOS,iPhone 6,3
2001254,D40778D0-E389-499B-A344-B2206E84AFA0,iOS,iPhone 8,5
2001255,A42823CB-6389-4D95-BFDA-8182D9136C86,iOS,"iPhone12,5",5
2001256,f08159225d51ec25,Android,motorola one,1
2001257,648CAB32-69B5-4426-AA89-272A712FA436,iOS,iPhone 7,4
2001258,3af393d4604f2e1e,Android,SM-A505G,2
2001259,c03435a0458e6a9e,Android,Moto E (4),1
2001260,ded7bc6c630a41b3,Android,HUAWEI VNS-L23,2
2001261,7DAAC476-C21A-44E4-BC1E-71AE03E08E85,iOS,iPhone X,5
2001262,972B20DF-A2CA-4E9C-96C3-2538AB5BA9A8,iOS,iPhone 7,4
2001263,0453A587-CA4C-481C-877D-05544D1240B0,iOS,iPhone 7,4
2001264,5E52B0A0-E912-47F1-BB52-8E51C60B3B82,iOS,iPhone 6,3
2001265,81baf9e1998d4b62,Android,MAR-LX3A,2
2001266,95e86caac2f96ff6,Android,JSN-L23,3
2001267,67539a4285dcd306,Android,SM-J701M,2
2001268,d8bf62e85739ec40,Android,SM-A307G,2
2001269,edeaf1954a1da559,Android,SM-G960U1,3
2001270,76cd3fc9b56ce645,Android,SM-G955F,3
2001271,7100242ca91d1eef,Android,Hisense F8 MINI,1
2001272,735f36287cf2467c,Android,HMA-L09,4
2001273,884616d9fadde258,Android,moto e5,1
2001274,3EFB0712-CAD2-4635-AA5D-272807DE8BC5,iOS,"iPhone11,2",5
2001275,c4083940ce9937ff,Android,BLL-L23,2
2001276,4ddacab0235293ef,Android,moto g(6) plus,1
2001277,4d742df24741b6fb,Android,SNE-LX3,3
2001278,3756f22bb716f2f4,Android,JKM-LX3,2
2001279,cdc70c5560add6d8,Android,Hisense F23 PLUS,4
2001280,DEB54583-ED87-4A9F-B670-1414FEE72196,iOS,iPhone 7,4
2001281,31f00529afd20f8a,Android,Mate 20 X,5
2001282,4f9698863e1acf71,Android,SM-G935F,1
2001283,de052770b4e74f38,Android,TA-1039,2
2001284,41FAD16A-AC57-4B9C-8D5C-449723D27945,iOS,"iPhone11,6",5
2001285,db785e16565e0e3e,Android,SM-G965U,4
2001286,ADB44639-6A98-4D94-BBE4-587C557B3B4A,iOS,"iPhone11,8",5
2001287,1d1ffb932767f247,Android,SM-G950F,2
2001288,12b26e55bbed1578,Android,JSN-L23,3
2001289,41d2bc02fdadb2b4,Android,FLA-LX3,3
2001290,94B6126E-5BA2-4C17-B555-0A383A0C9449,iOS,"iPad11,3",1
2001291,01e3db158cd34e00,Android,moto g(7) plus,1
2001292,A9E95B71-A257-4D6F-A8A2-62E8BD54BA1D,iOS,iPhone X,5
2001293,eeedffe68dcfe52c,Android,Mi A1,1
2001294,8CE1F214-ACC0-41A3-B1DC-00E94CF5F0F7,iOS,"iPhone11,6",5
2001295,87F0AB20-EA8B-4372-AC94-BDAB8C97347A,iOS,iPhone 6s Plus,4
2001296,806AF038-0323-4E22-B2C9-A68FF7E013F4,iOS,iPhone X,5
2001297,AB9B15B7-0A94-4A8D-BB34-33E039F376D3,iOS,"iPhone12,1",5
2001298,2ba653c10757d0fd,Android,SM-A217M,-1
2001299,facfe8244f96b18b,Android,Moto Z2 Play,3
2001300,12199797-6ABD-401D-BB27-B2AE7687FE04,iOS,iPhone 8,5
2001301,69848d44342a79b5,Android,SM-J700M,1
2001302,9b088563f1b71a6b,Android,moto e5 play,1
2001303,338D4707-5322-4262-BAA7-9B6850E5F97C,iOS,iPhone 6 Plus,3
2001304,873f558cec77eba5,Android,Moto Z3 Play,3
2001305,E292DE83-5696-4A09-9583-116F73EBEAFC,iOS,"iPhone12,1",5
2001306,C62679E2-4B01-44B1-8FC6-F5DC9F37F31F,iOS,iPhone 8,5
2001307,C089636D-47A7-4E3B-B6A4-F661BF831CA2,iOS,"iPhone11,8",5
2001308,08F8A07D-5D01-4BFE-A812-614C4ABA9237,iOS,iPhone 7,4
2001309,5FBD2FB1-0985-42F3-ABD0-778DD7CF7570,iOS,iPhone 6,3
2001310,ED08BEA2-BEFE-4F68-85F8-D55BF05EE196,iOS,iPhone 8,5
2001311,F59087EA-B6E3-4BEC-BC7F-D0255FE1E959,iOS,iPhone 8 Plus,5
2001312,4b5577ee215500dd,Android,ALP-L09,4
2001313,F2D37039-FEAB-4BCD-AD41-95BA19C8BEF5,iOS,iPhone 7,4
2001314,0f5fac79df8b0b27,Android,SM-A720F,3
2001315,5210B245-807E-4E6D-9518-AE4E836213E3,iOS,"iPhone11,2",5
2001316,cc25168f719baa09,Android,SM-G950F,2
2001317,35dce9c96761dbb5,Android,SM-N975F,5
2001318,cbbb2e822d1723cd,Android,SM-N950F,3
