"FROM_LINK","TO_LINK","START_DATE","END_DATE","STATUS"
5776,4602,"01/01/2020","12/31/9999","A"
5388,5846,"01/01/2020","12/31/9999","A"
5846,5777,"01/01/2020","12/31/9999","A"
5777,5749,"01/01/2020","12/31/9999","A"
4592,5749,"01/01/2020","12/31/9999","A"
5749,2688,"01/01/2020","12/31/9999","A"
4973,5388,"01/01/2020","12/31/9999","A"
5846,5819,"01/01/2020","12/31/9999","A"
5819,5772,"01/01/2020","12/31/9999","A"
5772,4217,"01/01/2020","12/31/9999","A"
5855,3065,"01/01/2020","12/31/9999","A"
6451,5388,"01/01/2020","12/31/9999","A"
5846,2902,"01/01/2020","12/31/9999","A"
3928,5762,"01/01/2020","12/31/9999","A"
5762,5846,"01/01/2020","12/31/9999","A"
5855,5374,"01/01/2020","12/31/9999","A"
5802,5749,"01/01/2020","12/31/9999","A"
5855,4581,"01/01/2020","12/31/9999","A"
5846,6672,"01/01/2020","12/31/9999","A"
5772,4596,"01/01/2020","12/31/9999","A"
5772,5004,"01/01/2020","12/31/9999","A"
5846,5383,"01/01/2020","12/31/9999","A"
5846,4220,"01/01/2020","12/31/9999","A"
5802,5001,"01/01/2020","12/31/9999","A"
5855,3064,"01/01/2020","12/31/9999","A"
5749,3870,"01/01/2020","12/31/9999","A"
5688,5846,"01/01/2020","12/31/9999","A"
5846,5005,"01/01/2020","12/31/9999","A"
5749,3079,"01/01/2020","12/31/9999","A"
3478,5776,"01/01/2020","12/31/9999","A"
4810,5855,"01/01/2020","12/31/9999","A"
5749,4595,"01/01/2020","12/31/9999","A"
6586,5846,"01/01/2020","12/31/9999","A"
5846,5392,"01/01/2020","12/31/9999","A"
5051,5755,"01/01/2020","12/31/9999","A"
5755,5765,"01/01/2020","12/31/9999","A"
5802,2685,"01/01/2020","12/31/9999","A"
5846,3864,"01/01/2020","12/31/9999","A"
5846,3860,"01/01/2020","12/31/9999","A"
5737,5846,"01/01/2020","12/31/9999","A"
5846,3483,"01/01/2020","12/31/9999","A"
5846,5000,"01/01/2020","12/31/9999","A"
5749,4604,"01/01/2020","12/31/9999","A"
5846,2685,"01/01/2020","12/31/9999","A"
5776,5002,"01/01/2020","12/31/9999","A"
5749,4996,"01/01/2020","12/31/9999","A"
5749,2687,"01/01/2020","12/31/9999","A"
5802,5009,"01/01/2020","12/31/9999","A"
5765,3490,"01/01/2020","12/31/9999","A"
3275,4822,"01/01/2020","12/31/9999","A"
4822,5716,"01/01/2020","12/31/9999","A"
5846,2677,"01/01/2020","12/31/9999","A"
5776,3869,"01/01/2020","12/31/9999","A"
5846,5382,"01/01/2020","12/31/9999","A"
5765,3063,"01/01/2020","12/31/9999","A"
6736,5765,"01/01/2020","12/31/9999","A"
5736,5776,"01/01/2020","12/31/9999","A"
5776,3868,"01/01/2020","12/31/9999","A"
5855,5387,"01/01/2020","12/31/9999","A"
4694,5815,"01/01/2020","12/31/9999","A"
5815,5765,"01/01/2020","12/31/9999","A"
5855,5776,"01/01/2020","12/31/9999","A"
4600,4406,"01/01/2020","12/31/9999","A"
5846,4605,"01/01/2020","12/31/9999","A"
5802,5000,"01/01/2020","12/31/9999","A"
5846,3480,"01/01/2020","12/31/9999","A"
5802,5385,"01/01/2020","12/31/9999","A"
5802,4219,"01/01/2020","12/31/9999","A"
5755,5846,"01/01/2020","12/31/9999","A"
5846,3468,"01/01/2020","12/31/9999","A"
4379,5835,"01/01/2020","12/31/9999","A"
5835,5855,"01/01/2020","12/31/9999","A"
5855,5375,"01/01/2020","12/31/9999","A"
5835,5776,"01/01/2020","12/31/9999","A"
5776,3488,"01/01/2020","12/31/9999","A"
5689,5765,"01/01/2020","12/31/9999","A"
5846,3470,"01/01/2020","12/31/9999","A"
5846,3479,"01/01/2020","12/31/9999","A"
5708,5388,"01/01/2020","12/31/9999","A"
5846,2681,"01/01/2020","12/31/9999","A"
5802,2680,"01/01/2020","12/31/9999","A"
5846,2680,"01/01/2020","12/31/9999","A"
5716,3063,"01/01/2020","12/31/9999","A"
5736,5855,"01/01/2020","12/31/9999","A"
5776,4215,"01/01/2020","12/31/9999","A"
5749,4992,"01/01/2020","12/31/9999","A"
5855,4993,"01/01/2020","12/31/9999","A"
5846,4998,"01/01/2020","12/31/9999","A"
5071,5854,"01/01/2020","12/31/9999","A"
5854,5846,"01/01/2020","12/31/9999","A"
5776,3481,"01/01/2020","12/31/9999","A"
5846,4584,"01/01/2020","12/31/9999","A"
5776,3858,"01/01/2020","12/31/9999","A"
5846,5391,"01/01/2020","12/31/9999","A"
3146,5761,"01/01/2020","12/31/9999","A"
5761,5772,"01/01/2020","12/31/9999","A"
5846,4995,"01/01/2020","12/31/9999","A"
5846,2679,"01/01/2020","12/31/9999","A"
5846,5386,"01/01/2020","12/31/9999","A"
5846,6452,"01/01/2020","12/31/9999","A"
5716,5855,"01/01/2020","12/31/9999","A"
5846,2670,"01/01/2020","12/31/9999","A"
5749,3076,"01/01/2020","12/31/9999","A"
4397,4978,"01/01/2020","12/31/9999","A"
3054,5708,"01/01/2020","12/31/9999","A"
5708,4213,"01/01/2020","12/31/9999","A"
5800,4989,"01/01/2020","12/31/9999","A"
4214,5688,"01/01/2020","12/31/9999","A"
5209,6683,"01/01/2020","12/31/9999","A"
6683,5367,"01/01/2020","12/31/9999","A"
5800,4204,"01/01/2020","12/31/9999","A"
3849,5800,"01/01/2020","12/31/9999","A"
5844,3854,"01/01/2020","12/31/9999","A"
5424,5804,"01/01/2020","12/31/9999","A"
5739,5800,"01/01/2020","12/31/9999","A"
4589,5688,"01/01/2020","12/31/9999","A"
5688,5235,"01/01/2020","12/31/9999","A"
5235,6683,"01/01/2020","12/31/9999","A"
3070,5688,"01/01/2020","12/31/9999","A"
5800,3059,"01/01/2020","12/31/9999","A"
3059,4984,"01/01/2020","12/31/9999","A"
5800,4203,"01/01/2020","12/31/9999","A"
4203,5360,"01/01/2020","12/31/9999","A"
5688,4454,"01/01/2020","12/31/9999","A"
4454,5844,"01/01/2020","12/31/9999","A"
5844,3855,"01/01/2020","12/31/9999","A"
3855,5362,"01/01/2020","12/31/9999","A"
5836,5742,"01/01/2020","12/31/9999","A"
5742,5843,"01/01/2020","12/31/9999","A"
5209,5844,"01/01/2020","12/31/9999","A"
4197,5709,"01/01/2020","12/31/9999","A"
5709,5688,"01/01/2020","12/31/9999","A"
5719,6678,"01/01/2020","12/31/9999","A"
6678,3853,"01/01/2020","12/31/9999","A"
5593,5794,"01/01/2020","12/31/9999","A"
5794,5844,"01/01/2020","12/31/9999","A"
3854,4982,"01/01/2020","12/31/9999","A"
5739,2664,"01/01/2020","12/31/9999","A"
5050,5804,"01/01/2020","12/31/9999","A"
5739,5844,"01/01/2020","12/31/9999","A"
5688,5844,"01/01/2020","12/31/9999","A"
4256,5692,"01/01/2020","12/31/9999","A"
5692,5739,"01/01/2020","12/31/9999","A"
5800,4577,"01/01/2020","12/31/9999","A"
4577,3051,"01/01/2020","12/31/9999","A"
5800,2665,"01/01/2020","12/31/9999","A"
2665,3046,"01/01/2020","12/31/9999","A"
5719,5800,"01/01/2020","12/31/9999","A"
5800,4205,"01/01/2020","12/31/9999","A"
4205,3047,"01/01/2020","12/31/9999","A"
4449,5838,"01/01/2020","12/31/9999","A"
5791,5843,"01/01/2020","12/31/9999","A"
5791,3462,"01/01/2020","12/31/9999","A"
5794,6683,"01/01/2020","12/31/9999","A"
4204,3451,"01/01/2020","12/31/9999","A"
4572,5843,"01/01/2020","12/31/9999","A"
5707,5209,"01/01/2020","12/31/9999","A"
3323,5793,"01/01/2020","12/31/9999","A"
5793,5857,"01/01/2020","12/31/9999","A"
5857,5800,"01/01/2020","12/31/9999","A"
5688,5800,"01/01/2020","12/31/9999","A"
5857,6703,"01/01/2020","12/31/9999","A"
5688,3711,"01/01/2020","12/31/9999","A"
3711,2664,"01/01/2020","12/31/9999","A"
5791,6700,"01/01/2020","12/31/9999","A"
6700,2663,"01/01/2020","12/31/9999","A"
2663,4985,"01/01/2020","12/31/9999","A"
5753,5692,"01/01/2020","12/31/9999","A"
3053,5844,"01/01/2020","12/31/9999","A"
3475,5688,"01/01/2020","12/31/9999","A"
5848,6703,"01/01/2020","12/31/9999","A"
6703,3057,"01/01/2020","12/31/9999","A"
5719,6700,"01/01/2020","12/31/9999","A"
5844,4988,"01/01/2020","12/31/9999","A"
5844,5370,"01/01/2020","12/31/9999","A"
5791,6683,"01/01/2020","12/31/9999","A"
5367,2893,"01/01/2020","12/31/9999","A"
5050,5692,"01/01/2020","12/31/9999","A"
5848,3058,"01/01/2020","12/31/9999","A"
5688,5594,"01/01/2020","12/31/9999","A"
5594,5369,"01/01/2020","12/31/9999","A"
4206,3049,"01/01/2020","12/31/9999","A"
5742,5848,"01/01/2020","12/31/9999","A"
3053,6683,"01/01/2020","12/31/9999","A"
6683,3329,"01/01/2020","12/31/9999","A"
5848,6683,"01/01/2020","12/31/9999","A"
3720,5703,"01/01/2020","12/31/9999","A"
5703,5743,"01/01/2020","12/31/9999","A"
3323,5857,"01/01/2020","12/31/9999","A"
5588,5719,"01/01/2020","12/31/9999","A"
2673,4213,"01/01/2020","12/31/9999","A"
3849,5844,"01/01/2020","12/31/9999","A"
5719,5843,"01/01/2020","12/31/9999","A"
5848,6698,"01/01/2020","12/31/9999","A"
6698,3853,"01/01/2020","12/31/9999","A"
5848,5843,"01/01/2020","12/31/9999","A"
5743,5800,"01/01/2020","12/31/9999","A"
5791,3459,"01/01/2020","12/31/9999","A"
5370,3452,"01/01/2020","12/31/9999","A"
5743,5843,"01/01/2020","12/31/9999","A"
5209,5369,"01/01/2020","12/31/9999","A"
3053,5800,"01/01/2020","12/31/9999","A"
5857,6678,"01/01/2020","12/31/9999","A"
6678,3460,"01/01/2020","12/31/9999","A"
5742,6700,"01/01/2020","12/31/9999","A"
6700,3852,"01/01/2020","12/31/9999","A"
5794,5800,"01/01/2020","12/31/9999","A"
5688,2664,"01/01/2020","12/31/9999","A"
5719,5844,"01/01/2020","12/31/9999","A"
5049,5857,"01/01/2020","12/31/9999","A"
3454,5843,"01/01/2020","12/31/9999","A"
5209,6681,"01/01/2020","12/31/9999","A"
6681,3057,"01/01/2020","12/31/9999","A"
3719,5744,"01/01/2020","12/31/9999","A"
5744,5704,"01/01/2020","12/31/9999","A"
5848,6677,"01/01/2020","12/31/9999","A"
6677,3460,"01/01/2020","12/31/9999","A"
3720,5743,"01/01/2020","12/31/9999","A"
5743,6701,"01/01/2020","12/31/9999","A"
6701,5368,"01/01/2020","12/31/9999","A"
5589,5837,"01/01/2020","12/31/9999","A"
5837,5800,"01/01/2020","12/31/9999","A"
5739,5369,"01/01/2020","12/31/9999","A"
5050,5848,"01/01/2020","12/31/9999","A"
5837,6678,"01/01/2020","12/31/9999","A"
3058,3052,"01/01/2020","12/31/9999","A"
5209,3058,"01/01/2020","12/31/9999","A"
5742,6683,"01/01/2020","12/31/9999","A"
3474,5688,"01/01/2020","12/31/9999","A"
3909,2664,"01/01/2020","12/31/9999","A"
5688,6683,"01/01/2020","12/31/9999","A"
5857,6701,"01/01/2020","12/31/9999","A"
5743,5848,"01/01/2020","12/31/9999","A"
5688,5369,"01/01/2020","12/31/9999","A"
4449,5791,"01/01/2020","12/31/9999","A"
5791,6703,"01/01/2020","12/31/9999","A"
5209,6679,"01/01/2020","12/31/9999","A"
6679,2663,"01/01/2020","12/31/9999","A"
6522,5857,"01/01/2020","12/31/9999","A"
5857,6683,"01/01/2020","12/31/9999","A"
5857,5848,"01/01/2020","12/31/9999","A"
4214,4213,"01/01/2020","12/31/9999","A"
5708,6683,"01/01/2020","12/31/9999","A"
5743,6703,"01/01/2020","12/31/9999","A"
5848,6700,"01/01/2020","12/31/9999","A"
5428,5848,"01/01/2020","12/31/9999","A"
5688,3725,"01/01/2020","12/31/9999","A"
3725,5800,"01/01/2020","12/31/9999","A"
3540,5857,"01/01/2020","12/31/9999","A"
6683,3461,"01/01/2020","12/31/9999","A"
5369,3453,"01/01/2020","12/31/9999","A"
5708,5800,"01/01/2020","12/31/9999","A"
5739,6683,"01/01/2020","12/31/9999","A"
5848,6701,"01/01/2020","12/31/9999","A"
6701,4202,"01/01/2020","12/31/9999","A"
3849,6683,"01/01/2020","12/31/9999","A"
5848,4872,"01/01/2020","12/31/9999","A"
6678,3465,"01/01/2020","12/31/9999","A"
5209,5848,"01/01/2020","12/31/9999","A"
5739,5848,"01/01/2020","12/31/9999","A"
5719,5848,"01/01/2020","12/31/9999","A"
3286,4841,"01/01/2020","12/31/9999","A"
3909,5369,"01/01/2020","12/31/9999","A"
5743,6683,"01/01/2020","12/31/9999","A"
5708,5844,"01/01/2020","12/31/9999","A"
5794,5369,"01/01/2020","12/31/9999","A"
5791,6698,"01/01/2020","12/31/9999","A"
5600,5843,"01/01/2020","12/31/9999","A"
6678,3459,"01/01/2020","12/31/9999","A"
5212,5688,"01/01/2020","12/31/9999","A"
3462,4195,"01/01/2020","12/31/9999","A"
5209,3462,"01/01/2020","12/31/9999","A"
4590,5688,"01/01/2020","12/31/9999","A"
3725,2664,"01/01/2020","12/31/9999","A"
5719,6701,"01/01/2020","12/31/9999","A"
5209,3459,"01/01/2020","12/31/9999","A"
3322,5720,"01/01/2020","12/31/9999","A"
3853,4052,"01/01/2020","12/31/9999","A"
3725,5844,"01/01/2020","12/31/9999","A"
5837,5843,"01/01/2020","12/31/9999","A"
5742,6701,"01/01/2020","12/31/9999","A"
5848,6724,"01/01/2020","12/31/9999","A"
6724,3853,"01/01/2020","12/31/9999","A"
5209,6680,"01/01/2020","12/31/9999","A"
6680,5368,"01/01/2020","12/31/9999","A"
5739,6675,"01/01/2020","12/31/9999","A"
6675,5371,"01/01/2020","12/31/9999","A"
6698,2662,"01/01/2020","12/31/9999","A"
5794,5235,"01/01/2020","12/31/9999","A"
5689,3032,"01/01/2020","12/31/9999","A"
3032,5688,"01/01/2020","12/31/9999","A"
5719,6703,"01/01/2020","12/31/9999","A"
5791,6677,"01/01/2020","12/31/9999","A"
3725,5369,"01/01/2020","12/31/9999","A"
5848,3459,"01/01/2020","12/31/9999","A"
6683,4207,"01/01/2020","12/31/9999","A"
6677,3463,"01/01/2020","12/31/9999","A"
5843,6683,"01/01/2020","12/31/9999","A"
3725,6683,"01/01/2020","12/31/9999","A"
3053,5843,"01/01/2020","12/31/9999","A"
5794,4454,"01/01/2020","12/31/9999","A"
5739,5843,"01/01/2020","12/31/9999","A"
5837,6683,"01/01/2020","12/31/9999","A"
5708,5369,"01/01/2020","12/31/9999","A"
5794,2664,"01/01/2020","12/31/9999","A"
2664,5361,"01/01/2020","12/31/9999","A"
5209,6676,"01/01/2020","12/31/9999","A"
6676,3460,"01/01/2020","12/31/9999","A"
5791,4209,"01/01/2020","12/31/9999","A"
5209,6675,"01/01/2020","12/31/9999","A"
5794,3711,"01/01/2020","12/31/9999","A"
6680,4202,"01/01/2020","12/31/9999","A"
5688,6675,"01/01/2020","12/31/9999","A"
5794,5594,"01/01/2020","12/31/9999","A"
6682,3853,"01/01/2020","12/31/9999","A"
5428,5857,"01/01/2020","12/31/9999","A"
6681,3464,"01/01/2020","12/31/9999","A"
5428,5692,"01/01/2020","12/31/9999","A"
6679,3852,"01/01/2020","12/31/9999","A"
3848,5209,"01/01/2020","12/31/9999","A"
5837,3854,"01/01/2020","12/31/9999","A"
5743,6700,"01/01/2020","12/31/9999","A"
6678,2662,"01/01/2020","12/31/9999","A"
6676,3465,"01/01/2020","12/31/9999","A"
5704,6678,"01/01/2020","12/31/9999","A"
5368,4571,"01/01/2020","12/31/9999","A"
5837,3462,"01/01/2020","12/31/9999","A"
5708,6675,"01/01/2020","12/31/9999","A"
5688,6687,"01/01/2020","12/31/9999","A"
5688,4986,"01/01/2020","12/31/9999","A"
4986,4586,"01/01/2020","12/31/9999","A"
5848,6710,"01/01/2020","12/31/9999","A"
5739,5780,"01/01/2020","12/31/9999","A"
5209,6694,"01/01/2020","12/31/9999","A"
5688,4083,"01/01/2020","12/31/9999","A"
4083,5780,"01/01/2020","12/31/9999","A"
5032,5040,"01/01/2020","12/31/9999","A"
5857,6697,"01/01/2020","12/31/9999","A"
3124,4377,"01/01/2020","12/31/9999","A"
4377,3740,"01/01/2020","12/31/9999","A"
5848,4067,"01/01/2020","12/31/9999","A"
6715,3106,"01/01/2020","12/31/9999","A"
6695,4248,"01/01/2020","12/31/9999","A"
6709,6510,"01/01/2020","12/31/9999","A"
5688,6709,"01/01/2020","12/31/9999","A"
5781,4245,"01/01/2020","12/31/9999","A"
5848,3726,"01/01/2020","12/31/9999","A"
6720,3888,"01/01/2020","12/31/9999","A"
5780,3519,"01/01/2020","12/31/9999","A"
5848,4874,"01/01/2020","12/31/9999","A"
5688,3331,"01/01/2020","12/31/9999","A"
3331,5712,"01/01/2020","12/31/9999","A"
3517,3892,"01/01/2020","12/31/9999","A"
5803,3520,"01/01/2020","12/31/9999","A"
3520,3897,"01/01/2020","12/31/9999","A"
5857,6696,"01/01/2020","12/31/9999","A"
6696,4249,"01/01/2020","12/31/9999","A"
5848,6705,"01/01/2020","12/31/9999","A"
5848,2725,"01/01/2020","12/31/9999","A"
2725,3899,"01/01/2020","12/31/9999","A"
5739,6690,"01/01/2020","12/31/9999","A"
6690,5411,"01/01/2020","12/31/9999","A"
5848,4644,"01/01/2020","12/31/9999","A"
3886,2740,"01/01/2020","12/31/9999","A"
5857,6711,"01/01/2020","12/31/9999","A"
6711,3301,"01/01/2020","12/31/9999","A"
3301,3702,"01/01/2020","12/31/9999","A"
5712,2730,"01/01/2020","12/31/9999","A"
5857,5752,"01/01/2020","12/31/9999","A"
5848,2907,"01/01/2020","12/31/9999","A"
3909,5803,"01/01/2020","12/31/9999","A"
5803,5033,"01/01/2020","12/31/9999","A"
5033,4650,"01/01/2020","12/31/9999","A"
4198,2894,"01/01/2020","12/31/9999","A"
5739,3521,"01/01/2020","12/31/9999","A"
5848,5570,"01/01/2020","12/31/9999","A"
3725,5780,"01/01/2020","12/31/9999","A"
2729,5418,"01/01/2020","12/31/9999","A"
5688,3525,"01/01/2020","12/31/9999","A"
5753,5721,"01/01/2020","12/31/9999","A"
5721,5025,"01/01/2020","12/31/9999","A"
5712,4639,"01/01/2020","12/31/9999","A"
5857,5803,"01/01/2020","12/31/9999","A"
4638,3893,"01/01/2020","12/31/9999","A"
6696,3698,"01/01/2020","12/31/9999","A"
5712,4637,"01/01/2020","12/31/9999","A"
2748,5803,"01/01/2020","12/31/9999","A"
3519,5041,"01/01/2020","12/31/9999","A"
5428,5034,"01/01/2020","12/31/9999","A"
6693,4643,"01/01/2020","12/31/9999","A"
5739,2732,"01/01/2020","12/31/9999","A"
4067,4068,"01/01/2020","12/31/9999","A"
4246,3109,"01/01/2020","12/31/9999","A"
6696,5416,"01/01/2020","12/31/9999","A"
5688,5415,"01/01/2020","12/31/9999","A"
5209,5752,"01/01/2020","12/31/9999","A"
5752,2903,"01/01/2020","12/31/9999","A"
5209,5712,"01/01/2020","12/31/9999","A"
4639,3894,"01/01/2020","12/31/9999","A"
5848,6711,"01/01/2020","12/31/9999","A"
5739,5803,"01/01/2020","12/31/9999","A"
5739,4425,"01/01/2020","12/31/9999","A"
5688,6722,"01/01/2020","12/31/9999","A"
6722,3885,"01/01/2020","12/31/9999","A"
5848,4430,"01/01/2020","12/31/9999","A"
5791,5781,"01/01/2020","12/31/9999","A"
5781,3290,"01/01/2020","12/31/9999","A"
5848,4873,"01/01/2020","12/31/9999","A"
5742,3688,"01/01/2020","12/31/9999","A"
6714,5412,"01/01/2020","12/31/9999","A"
5739,5712,"01/01/2020","12/31/9999","A"
5712,2733,"01/01/2020","12/31/9999","A"
5721,3888,"01/01/2020","12/31/9999","A"
6708,3300,"01/01/2020","12/31/9999","A"
5166,2894,"01/01/2020","12/31/9999","A"
5688,6691,"01/01/2020","12/31/9999","A"
6691,2734,"01/01/2020","12/31/9999","A"
3130,4647,"01/01/2020","12/31/9999","A"
4647,3115,"01/01/2020","12/31/9999","A"
5688,6634,"01/01/2020","12/31/9999","A"
6634,6721,"01/01/2020","12/31/9999","A"
5848,5218,"01/01/2020","12/31/9999","A"
3130,6722,"01/01/2020","12/31/9999","A"
6722,4250,"01/01/2020","12/31/9999","A"
5688,5781,"01/01/2020","12/31/9999","A"
5688,3522,"01/01/2020","12/31/9999","A"
5719,5752,"01/01/2020","12/31/9999","A"
5848,6619,"01/01/2020","12/31/9999","A"
5209,6691,"01/01/2020","12/31/9999","A"
6691,4636,"01/01/2020","12/31/9999","A"
6686,4414,"01/01/2020","12/31/9999","A"
5742,6707,"01/01/2020","12/31/9999","A"
5688,5803,"01/01/2020","12/31/9999","A"
5035,2739,"01/01/2020","12/31/9999","A"
5739,2731,"01/01/2020","12/31/9999","A"
6689,3289,"01/01/2020","12/31/9999","A"
5848,4845,"01/01/2020","12/31/9999","A"
5857,6720,"01/01/2020","12/31/9999","A"
5428,6722,"01/01/2020","12/31/9999","A"
5688,2723,"01/01/2020","12/31/9999","A"
5688,3888,"01/01/2020","12/31/9999","A"
5781,5557,"01/01/2020","12/31/9999","A"
4839,4427,"01/01/2020","12/31/9999","A"
2723,3901,"01/01/2020","12/31/9999","A"
5781,6722,"01/01/2020","12/31/9999","A"
6688,5211,"01/01/2020","12/31/9999","A"
5413,3273,"01/01/2020","12/31/9999","A"
4245,5422,"01/01/2020","12/31/9999","A"
5848,3688,"01/01/2020","12/31/9999","A"
2730,5419,"01/01/2020","12/31/9999","A"
3130,4645,"01/01/2020","12/31/9999","A"
5742,5781,"01/01/2020","12/31/9999","A"
5781,6704,"01/01/2020","12/31/9999","A"
6704,4059,"01/01/2020","12/31/9999","A"
5857,6690,"01/01/2020","12/31/9999","A"
6690,5414,"01/01/2020","12/31/9999","A"
5688,4647,"01/01/2020","12/31/9999","A"
5739,5721,"01/01/2020","12/31/9999","A"
5721,2731,"01/01/2020","12/31/9999","A"
2731,3700,"01/01/2020","12/31/9999","A"
5688,6702,"01/01/2020","12/31/9999","A"
5428,5752,"01/01/2020","12/31/9999","A"
5719,5781,"01/01/2020","12/31/9999","A"
5781,6694,"01/01/2020","12/31/9999","A"
3524,4654,"01/01/2020","12/31/9999","A"
5739,6694,"01/01/2020","12/31/9999","A"
3909,5712,"01/01/2020","12/31/9999","A"
5688,6704,"01/01/2020","12/31/9999","A"
6709,2726,"01/01/2020","12/31/9999","A"
5688,6696,"01/01/2020","12/31/9999","A"
5857,6688,"01/01/2020","12/31/9999","A"
5848,5030,"01/01/2020","12/31/9999","A"
5739,4642,"01/01/2020","12/31/9999","A"
5857,6721,"01/01/2020","12/31/9999","A"
5848,6689,"01/01/2020","12/31/9999","A"
5781,4413,"01/01/2020","12/31/9999","A"
5857,6695,"01/01/2020","12/31/9999","A"
3888,2737,"01/01/2020","12/31/9999","A"
5742,6711,"01/01/2020","12/31/9999","A"
6711,5221,"01/01/2020","12/31/9999","A"
5857,6693,"01/01/2020","12/31/9999","A"
5739,6691,"01/01/2020","12/31/9999","A"
5739,6693,"01/01/2020","12/31/9999","A"
5688,4645,"01/01/2020","12/31/9999","A"
5743,5712,"01/01/2020","12/31/9999","A"
5848,3686,"01/01/2020","12/31/9999","A"
6717,3287,"01/01/2020","12/31/9999","A"
4641,5420,"01/01/2020","12/31/9999","A"
5688,6690,"01/01/2020","12/31/9999","A"
6690,5026,"01/01/2020","12/31/9999","A"
5026,3526,"01/01/2020","12/31/9999","A"
5689,6690,"01/01/2020","12/31/9999","A"
5719,2724,"01/01/2020","12/31/9999","A"
5857,6704,"01/01/2020","12/31/9999","A"
6704,3687,"01/01/2020","12/31/9999","A"
5721,4642,"01/01/2020","12/31/9999","A"
4642,2738,"01/01/2020","12/31/9999","A"
5857,6687,"01/01/2020","12/31/9999","A"
5721,2732,"01/01/2020","12/31/9999","A"
5781,6721,"01/01/2020","12/31/9999","A"
6718,4826,"01/01/2020","12/31/9999","A"
5739,6695,"01/01/2020","12/31/9999","A"
6720,4827,"01/01/2020","12/31/9999","A"
2748,5780,"01/01/2020","12/31/9999","A"
5781,4828,"01/01/2020","12/31/9999","A"
4199,3104,"01/01/2020","12/31/9999","A"
5848,4431,"01/01/2020","12/31/9999","A"
5739,4828,"01/01/2020","12/31/9999","A"
5719,6696,"01/01/2020","12/31/9999","A"
5689,2724,"01/01/2020","12/31/9999","A"
5739,6722,"01/01/2020","12/31/9999","A"
5794,5824,"01/01/2020","12/31/9999","A"
5708,3332,"01/01/2020","12/31/9999","A"
5781,4060,"01/01/2020","12/31/9999","A"
5211,3700,"01/01/2020","12/31/9999","A"
5743,5803,"01/01/2020","12/31/9999","A"
5721,6690,"01/01/2020","12/31/9999","A"
5749,3489,"01/01/2020","12/31/9999","A"
5846,3469,"01/01/2020","12/31/9999","A"
5855,4221,"01/01/2020","12/31/9999","A"
6587,5388,"01/01/2020","12/31/9999","A"
5846,4216,"01/01/2020","12/31/9999","A"
5072,5732,"01/01/2020","12/31/9999","A"
5732,5846,"01/01/2020","12/31/9999","A"
5846,5384,"01/01/2020","12/31/9999","A"
5749,4580,"01/01/2020","12/31/9999","A"
5846,3857,"01/01/2020","12/31/9999","A"
5802,5392,"01/01/2020","12/31/9999","A"
5846,4579,"01/01/2020","12/31/9999","A"
3494,5690,"01/01/2020","12/31/9999","A"
5690,5765,"01/01/2020","12/31/9999","A"
5846,5385,"01/01/2020","12/31/9999","A"
5802,3071,"01/01/2020","12/31/9999","A"
5772,4216,"01/01/2020","12/31/9999","A"
5802,2684,"01/01/2020","12/31/9999","A"
5391,5248,"01/01/2020","12/31/9999","A"
5846,5376,"01/01/2020","12/31/9999","A"
6649,6653,"01/01/2020","12/31/9999","A"
6653,5758,"01/01/2020","12/31/9999","A"
5758,5846,"01/01/2020","12/31/9999","A"
5772,2683,"01/01/2020","12/31/9999","A"
5846,4212,"01/01/2020","12/31/9999","A"
5732,5761,"01/01/2020","12/31/9999","A"
5761,5008,"01/01/2020","12/31/9999","A"
3617,3327,"01/01/2020","12/31/9999","A"
3327,6665,"01/01/2020","12/31/9999","A"
6665,5758,"01/01/2020","12/31/9999","A"
5694,4594,"01/01/2020","12/31/9999","A"
5854,5749,"01/01/2020","12/31/9999","A"
5846,5380,"01/01/2020","12/31/9999","A"
5772,6452,"01/01/2020","12/31/9999","A"
5846,4999,"01/01/2020","12/31/9999","A"
5761,4594,"01/01/2020","12/31/9999","A"
5758,5003,"01/01/2020","12/31/9999","A"
5802,6452,"01/01/2020","12/31/9999","A"
6586,5749,"01/01/2020","12/31/9999","A"
5802,4220,"01/01/2020","12/31/9999","A"
6544,4978,"01/01/2020","12/31/9999","A"
2835,3327,"01/01/2020","12/31/9999","A"
5758,5008,"01/01/2020","12/31/9999","A"
5776,4221,"01/01/2020","12/31/9999","A"
5732,5749,"01/01/2020","12/31/9999","A"
6653,5694,"01/01/2020","12/31/9999","A"
6544,3449,"01/01/2020","12/31/9999","A"
3449,5855,"01/01/2020","12/31/9999","A"
5802,3072,"01/01/2020","12/31/9999","A"
5846,2678,"01/01/2020","12/31/9999","A"
5694,5003,"01/01/2020","12/31/9999","A"
5776,3490,"01/01/2020","12/31/9999","A"
5846,4222,"01/01/2020","12/31/9999","A"
5846,4971,"01/01/2020","12/31/9999","A"
5846,5001,"01/01/2020","12/31/9999","A"
5761,5003,"01/01/2020","12/31/9999","A"
4395,4978,"01/01/2020","12/31/9999","A"
3656,5767,"01/01/2020","12/31/9999","A"
5767,5776,"01/01/2020","12/31/9999","A"
5772,3865,"01/01/2020","12/31/9999","A"
6793,5120,"01/01/2020","12/31/9999","A"
5120,5694,"01/01/2020","12/31/9999","A"
5802,3860,"01/01/2020","12/31/9999","A"
5854,5694,"01/01/2020","12/31/9999","A"
